yeast_gene,species,call,hit_id,evalue,pident,coverage,reciprocal_best_hit,tier,final_call
Ecm2,Paramecium_primaurelia,divergent_homolog,CAD8044003.1,6.81e-11,36.6,,False,domain_rescue,shared_pfam=PF21369
Prp45,Paramecium_primaurelia,divergent_homolog,CAD8063458.1,1.92e-18,26.7,,False,domain_rescue,shared_pfam=PF02731
Cwc21,Paramecium_primaurelia,divergent_homolog,CAD8078561.1,1.94e-01,60.9,,False,domain_rescue,shared_pfam=PF08312
Cwc23,Paramecium_primaurelia,divergent_homolog,CAD8100549.1,1.01e-08,28.4,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Paramecium_primaurelia,divergent_homolog,CAD8109035.1,7.20e-25,33.3,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Paramecium_primaurelia,divergent_homolog,CAD8084974.1,1.02e-10,27.0,,False,domain_rescue,shared_pfam=PF00160
Yju2,Paramecium_primaurelia,divergent_homolog,CAD8052881.1,2.77e-18,36.1,,False,domain_rescue,shared_pfam=PF04502
Prp17,Paramecium_primaurelia,divergent_homolog,CAD8053233.1,1.13e-74,39.2,,False,domain_rescue,shared_pfam=PF00400
Prp18,Paramecium_primaurelia,divergent_homolog,CAD8093759.1,1.74e-11,48.1,,False,domain_rescue,shared_pfam=PF02840
Slu7,Paramecium_primaurelia,divergent_homolog,CAD8043691.1,1.87e-13,24.6,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Paramecium_primaurelia,divergent_homolog,CAD8044193.1,4.74e-26,29.9,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Snu66,Paramecium_primaurelia,divergent_homolog,CAD8065773.1,2.76e+00,45.9,,False,domain_rescue,shared_pfam=PF03343
Snu23,Paramecium_primaurelia,divergent_homolog,CAD8054697.1,5.45e-02,27.7,,False,domain_rescue,shared_pfam=PF12874
Prp40,Paramecium_primaurelia,divergent_homolog,CAD8088267.1,2.32e-12,25.8,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Paramecium_primaurelia,divergent_homolog,CAD8080772.1,3.25e-04,30.4,,False,domain_rescue,shared_pfam=PF29326
Cus2,Paramecium_primaurelia,divergent_homolog,CAD8067043.1,8.09e-09,43.1,,False,domain_rescue,shared_pfam=PF00076
Srp1,Paramecium_primaurelia,divergent_homolog,CAD8072786.1,1.04e-14,38.1,,False,domain_rescue,"shared_pfam=PF00514,PF01749,PF16186"
Npl3,Paramecium_primaurelia,divergent_homolog,CAD8094124.1,9.35e-06,30.6,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Paramecium_primaurelia,divergent_homolog,CAD8072469.1,2.05e-14,27.9,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Paramecium_primaurelia,divergent_homolog,CAD8072469.1,5.52e-13,25.3,,False,domain_rescue,shared_pfam=PF00076
Cwc25,Paramecium_primaurelia,divergent_homolog,CAD8095039.1,1.02e+00,33.0,,False,domain_rescue,"shared_pfam=PF10197,PF12542"
DBR1,Paramecium_primaurelia,divergent_homolog,CAD8103570.1,2.78e-59,34.8,,False,domain_rescue,"shared_pfam=PF00149,PF05011"
Mud1,Paramecium_sonneborni,divergent_homolog,CAD8099585.1,1.75e-02,43.1,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Paramecium_sonneborni,divergent_homolog,CAD8081193.1,3.70e-08,47.8,,False,domain_rescue,shared_pfam=PF06220
Nam8,Paramecium_sonneborni,divergent_homolog,CAD8066319.1,2.90e-09,27.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Paramecium_sonneborni,divergent_homolog,CAD8125595.1,1.82e-09,22.3,,False,domain_rescue,shared_pfam=PF03194
SmD1,Paramecium_sonneborni,divergent_homolog,CAD8093880.1,3.84e-19,39.8,,False,domain_rescue,shared_pfam=PF01423
SmF,Paramecium_sonneborni,divergent_homolog,CAD8069926.1,9.63e-21,45.0,,False,domain_rescue,shared_pfam=PF01423
SmG,Paramecium_sonneborni,divergent_homolog,CAD8079913.1,3.41e-10,33.7,,False,domain_rescue,shared_pfam=PF01423
Msl1,Paramecium_sonneborni,divergent_homolog,CAD8101266.1,2.28e-14,45.6,,False,domain_rescue,shared_pfam=PF13893
Lea1,Paramecium_sonneborni,divergent_homolog,CAD8071793.1,1.19e-12,30.0,,False,domain_rescue,shared_pfam=PF14580
Rse1,Paramecium_sonneborni,divergent_homolog,CAD8068550.1,1.66e-52,21.7,,False,domain_rescue,"shared_pfam=PF03178,PF10433,PF23726"
Cus1,Paramecium_sonneborni,divergent_homolog,CAD8123770.1,1.63e-34,33.8,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Prp9,Paramecium_sonneborni,divergent_homolog,CAD8113570.1,8.06e-37,27.7,,False,domain_rescue,"shared_pfam=PF11931,PF12171,PF16837"
Prp11,Paramecium_sonneborni,divergent_homolog,CAD8126922.1,3.79e-13,25.9,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Paramecium_sonneborni,divergent_homolog,CAD8066339.1,1.53e-11,24.1,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm8,Paramecium_sonneborni,divergent_homolog,CAD8070264.1,1.70e-02,31.0,,False,domain_rescue,shared_pfam=PF01423
LSm2,Paramecium_sonneborni,divergent_homolog,CAD8128795.1,5.74e-13,36.7,,False,domain_rescue,shared_pfam=PF01423
LSm3,Paramecium_sonneborni,divergent_homolog,CAD8077799.1,8.06e-14,37.7,,False,domain_rescue,shared_pfam=PF01423
LSm4,Paramecium_sonneborni,divergent_homolog,CAD8093880.1,8.85e-04,31.6,,False,domain_rescue,shared_pfam=PF01423
LSm7,Paramecium_sonneborni,divergent_homolog,CAD8079913.1,1.19e-04,29.5,,False,domain_rescue,shared_pfam=PF01423
Prp3,Paramecium_sonneborni,divergent_homolog,CAD8046289.1,1.09e-19,25.5,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Paramecium_sonneborni,divergent_homolog,CAD8127642.1,3.18e-11,24.1,,False,domain_rescue,shared_pfam=PF00400
Bud13,Paramecium_sonneborni,divergent_homolog,CAD8048197.1,2.42e-07,49.2,,False,domain_rescue,shared_pfam=PF09736
Pml1,Paramecium_sonneborni,divergent_homolog,CAD8115519.1,2.83e-12,30.9,,False,domain_rescue,shared_pfam=PF00498
Prp38,Paramecium_sonneborni,divergent_homolog,CAD8047279.1,9.64e-03,25.0,,False,domain_rescue,shared_pfam=PF03371
Clf1,Paramecium_sonneborni,divergent_homolog,CAD8054436.1,1.38e-48,32.0,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Paramecium_sonneborni,divergent_homolog,CAD8080717.1,1.27e-40,23.6,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Isy1,Paramecium_sonneborni,divergent_homolog,CAD8099730.1,3.74e-06,28.7,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Paramecium_sonneborni,divergent_homolog,CAD8057427.1,2.50e-32,33.9,,False,domain_rescue,"shared_pfam=PF00076,PF16131"
Ecm2,Paramecium_sonneborni,divergent_homolog,CAD8046303.1,8.36e-11,36.6,,False,domain_rescue,shared_pfam=PF21369
Prp45,Paramecium_sonneborni,divergent_homolog,CAD8072944.1,1.31e-14,27.0,,False,domain_rescue,shared_pfam=PF02731
Cwc21,Paramecium_sonneborni,divergent_homolog,CAD8082461.1,2.38e-01,60.9,,False,domain_rescue,shared_pfam=PF08312
Cwc23,Paramecium_sonneborni,divergent_homolog,CAD8100408.1,3.28e-08,39.2,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Paramecium_sonneborni,divergent_homolog,CAD8123070.1,1.16e-26,32.9,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Paramecium_sonneborni,divergent_homolog,CAD8118178.1,1.24e-10,24.9,,False,domain_rescue,shared_pfam=PF00160
Yju2,Paramecium_sonneborni,divergent_homolog,CAD8085241.1,3.36e-18,36.1,,False,domain_rescue,shared_pfam=PF04502
Prp17,Paramecium_sonneborni,divergent_homolog,CAD8083144.1,1.07e-76,38.9,,False,domain_rescue,shared_pfam=PF00400
Prp18,Paramecium_sonneborni,divergent_homolog,CAD8070906.1,2.14e-11,48.1,,False,domain_rescue,shared_pfam=PF02840
Slu7,Paramecium_sonneborni,divergent_homolog,CAD8048655.1,4.11e-13,24.2,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Paramecium_sonneborni,divergent_homolog,CAD8047295.1,5.81e-26,29.9,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Snu66,Paramecium_sonneborni,divergent_homolog,CAD8077311.1,1.62e-01,45.1,,False,domain_rescue,shared_pfam=PF03343
Snu23,Paramecium_sonneborni,divergent_homolog,CAD8096812.1,2.79e-02,27.7,,False,domain_rescue,shared_pfam=PF12874
Prp40,Paramecium_sonneborni,divergent_homolog,CAD8126674.1,2.15e-12,25.8,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Paramecium_sonneborni,divergent_homolog,CAD8093664.1,3.02e-04,31.2,,False,domain_rescue,shared_pfam=PF29326
Cus2,Paramecium_sonneborni,divergent_homolog,CAD8087544.1,7.41e-09,44.4,,False,domain_rescue,shared_pfam=PF00076
Srp1,Paramecium_sonneborni,divergent_homolog,CAD8048029.1,9.59e-15,39.0,,False,domain_rescue,"shared_pfam=PF00514,PF16186"
Npl3,Paramecium_sonneborni,divergent_homolog,CAD8121092.1,1.16e-05,30.6,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Paramecium_sonneborni,divergent_homolog,CAD8093946.1,2.05e-15,26.5,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Paramecium_sonneborni,divergent_homolog,CAD8123603.1,3.89e-13,24.7,,False,domain_rescue,shared_pfam=PF00076
Cwc25,Paramecium_sonneborni,divergent_homolog,CAD8116362.1,1.26e+00,33.0,,False,domain_rescue,"shared_pfam=PF10197,PF12542"
DBR1,Paramecium_sonneborni,divergent_homolog,CAD8066045.1,4.07e-61,34.6,,False,domain_rescue,"shared_pfam=PF00149,PF05011"
Mud1,Paramecium_tetraurelia,divergent_homolog,CAK87459.1,2.52e-03,35.1,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Paramecium_tetraurelia,divergent_homolog,CAK73137.1,3.06e-08,47.8,,False,domain_rescue,shared_pfam=PF06220
Nam8,Paramecium_tetraurelia,divergent_homolog,CAK64111.1,2.40e-09,27.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Paramecium_tetraurelia,divergent_homolog,CAK58716.1,3.66e-09,21.8,,False,domain_rescue,shared_pfam=PF03194
SmD1,Paramecium_tetraurelia,divergent_homolog,CAK86600.1,3.17e-19,39.8,,False,domain_rescue,shared_pfam=PF01423
SmF,Paramecium_tetraurelia,divergent_homolog,CAK77124.1,7.96e-21,45.0,,False,domain_rescue,shared_pfam=PF01423
SmG,Paramecium_tetraurelia,divergent_homolog,CAK76706.1,2.82e-10,33.7,,False,domain_rescue,shared_pfam=PF01423
Msl1,Paramecium_tetraurelia,divergent_homolog,CAK89833.1,3.22e-15,46.8,,False,domain_rescue,shared_pfam=PF13893
Lea1,Paramecium_tetraurelia,divergent_homolog,CAK62331.1,2.74e-13,30.6,,False,domain_rescue,shared_pfam=PF14580
Rse1,Paramecium_tetraurelia,divergent_homolog,CAK93174.1,1.13e-53,22.0,,False,domain_rescue,"shared_pfam=PF03178,PF10433,PF23726"
Cus1,Paramecium_tetraurelia,divergent_homolog,CAK65140.1,4.49e-34,33.8,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Prp9,Paramecium_tetraurelia,divergent_homolog,CAK83922.1,1.10e-36,27.5,,False,domain_rescue,"shared_pfam=PF11931,PF12171,PF16837"
Prp11,Paramecium_tetraurelia,divergent_homolog,CAK63512.1,1.66e-13,25.5,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Paramecium_tetraurelia,divergent_homolog,CAK64103.1,4.11e-11,23.2,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm8,Paramecium_tetraurelia,divergent_homolog,CAK77294.1,2.48e-02,31.0,,False,domain_rescue,shared_pfam=PF01423
LSm2,Paramecium_tetraurelia,divergent_homolog,CAK75373.1,2.95e-14,35.8,,False,domain_rescue,shared_pfam=PF01423
LSm3,Paramecium_tetraurelia,divergent_homolog,CAK82344.1,9.43e-14,37.7,,False,domain_rescue,shared_pfam=PF01423
LSm4,Paramecium_tetraurelia,divergent_homolog,CAK73754.1,6.95e-05,32.2,,False,domain_rescue,shared_pfam=PF01423
LSm6,Paramecium_tetraurelia,divergent_homolog,CAK73046.1,1.88e-10,40.0,,False,domain_rescue,shared_pfam=PF01423
LSm7,Paramecium_tetraurelia,divergent_homolog,CAK77743.1,9.45e-05,30.0,,False,domain_rescue,shared_pfam=PF01423
Prp3,Paramecium_tetraurelia,divergent_homolog,CAK93342.1,5.02e-20,25.8,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Paramecium_tetraurelia,divergent_homolog,CAK69412.1,8.13e-11,24.5,,False,domain_rescue,shared_pfam=PF00400
Bud13,Paramecium_tetraurelia,divergent_homolog,CAK56012.1,2.11e-07,48.5,,False,domain_rescue,shared_pfam=PF09736
Pml1,Paramecium_tetraurelia,divergent_homolog,CAK67016.1,6.01e-14,31.1,,False,domain_rescue,shared_pfam=PF00498
Prp38,Paramecium_tetraurelia,divergent_homolog,CAK83319.1,2.64e-02,29.9,,False,domain_rescue,shared_pfam=PF03371
Clf1,Paramecium_tetraurelia,divergent_homolog,CAK72789.1,8.37e-49,32.1,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Paramecium_tetraurelia,divergent_homolog,CAK72894.1,2.50e-41,23.9,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Isy1,Paramecium_tetraurelia,divergent_homolog,CAK86692.1,4.16e-06,28.0,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Paramecium_tetraurelia,divergent_homolog,CAK84969.1,3.02e-32,33.9,,False,domain_rescue,"shared_pfam=PF00076,PF16131"
Ecm2,Paramecium_tetraurelia,divergent_homolog,CAK60636.1,2.88e-11,39.0,,False,domain_rescue,shared_pfam=PF21369
Prp45,Paramecium_tetraurelia,divergent_homolog,CAK69677.1,5.72e-16,25.4,,False,domain_rescue,shared_pfam=PF02731
Cwc21,Paramecium_tetraurelia,divergent_homolog,CAK83530.1,1.97e-01,60.9,,False,domain_rescue,shared_pfam=PF08312
Cwc23,Paramecium_tetraurelia,divergent_homolog,CAK88686.1,2.60e-07,32.7,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Paramecium_tetraurelia,divergent_homolog,CAK64825.1,5.15e-25,32.9,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Paramecium_tetraurelia,divergent_homolog,CAK57842.1,1.84e-10,26.0,,False,domain_rescue,shared_pfam=PF00160
Yju2,Paramecium_tetraurelia,divergent_homolog,CAK63644.1,2.85e-18,36.1,,False,domain_rescue,shared_pfam=PF04502
Prp17,Paramecium_tetraurelia,divergent_homolog,CAK69176.1,3.20e-77,38.9,,False,domain_rescue,shared_pfam=PF00400
Prp18,Paramecium_tetraurelia,divergent_homolog,CAK79177.1,1.77e-11,48.1,,False,domain_rescue,shared_pfam=PF02840
Slu7,Paramecium_tetraurelia,divergent_homolog,CAK55783.1,2.49e-14,25.3,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Paramecium_tetraurelia,divergent_homolog,CAK78837.1,3.65e-26,29.9,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Snu66,Paramecium_tetraurelia,divergent_homolog,CAK78221.1,2.79e+00,45.9,,False,domain_rescue,shared_pfam=PF03343
Snu23,Paramecium_tetraurelia,divergent_homolog,CAK70626.1,5.53e-02,27.7,,False,domain_rescue,shared_pfam=PF12874
Ntr1,Paramecium_tetraurelia,divergent_homolog,CAK57784.1,2.51e-01,21.0,,False,domain_rescue,shared_pfam=PF01585
Prp40,Paramecium_tetraurelia,divergent_homolog,CAK92043.1,5.74e-13,26.2,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Paramecium_tetraurelia,divergent_homolog,CAK87377.1,3.29e-04,30.4,,False,domain_rescue,shared_pfam=PF29326
Cus2,Paramecium_tetraurelia,divergent_homolog,CAK72965.1,1.87e-09,27.4,,False,domain_rescue,shared_pfam=PF00076
Srp1,Paramecium_tetraurelia,divergent_homolog,CAK56090.1,1.05e-14,39.0,,False,domain_rescue,"shared_pfam=PF00514,PF16186"
Npl3,Paramecium_tetraurelia,divergent_homolog,CAK68640.1,1.29e-05,30.6,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Paramecium_tetraurelia,divergent_homolog,CAK68168.1,2.10e-15,27.9,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Paramecium_tetraurelia,divergent_homolog,CAK64725.1,1.22e-12,24.1,,False,domain_rescue,shared_pfam=PF00076
Cwc25,Paramecium_tetraurelia,divergent_homolog,CAK59474.1,1.04e+00,33.0,,False,domain_rescue,"shared_pfam=PF10197,PF12542"
DBR1,Paramecium_tetraurelia,divergent_homolog,CAK64279.1,7.58e-59,34.8,,False,domain_rescue,"shared_pfam=PF00149,PF05011"
Snp1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC3395,1.45e-25,35.1,,False,domain_rescue,"shared_pfam=PF00076,PF12220"
Yhc1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC16395,3.55e-06,44.7,,False,domain_rescue,shared_pfam=PF06220
Prp39,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC18844,5.22e-22,24.4,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Luc7,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC11879,3.57e-18,27.5,,False,domain_rescue,shared_pfam=PF03194
SmD1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC24527,1.22e-15,43.1,,False,domain_rescue,shared_pfam=PF01423
SmF,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC3337,2.39e-23,54.8,,False,domain_rescue,shared_pfam=PF01423
SmG,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC7720,8.03e-15,42.5,,False,domain_rescue,shared_pfam=PF01423
Msl1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC18246,3.87e-12,42.3,,False,domain_rescue,shared_pfam=PF13893
Lea1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC16724,1.54e-16,31.8,,False,domain_rescue,shared_pfam=PF14580
Cus1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC7897,2.80e-20,35.4,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Hsh49,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC12829,1.39e-22,33.7,,False,domain_rescue,shared_pfam=PF00076
Ysf3,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC24638,2.04e-04,30.0,,False,domain_rescue,shared_pfam=PF07189
Prp11,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC2973,3.02e-18,26.2,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC9874,7.34e-10,21.5,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm8,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC23545,8.37e-05,28.4,,False,domain_rescue,shared_pfam=PF01423
LSm2,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC16678,5.10e-13,34.8,,False,domain_rescue,shared_pfam=PF01423
LSm3,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC6162,1.75e-08,37.0,,False,domain_rescue,shared_pfam=PF01423
LSm4,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC4680,1.63e-08,34.1,,False,domain_rescue,shared_pfam=PF01423
LSm6,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC17403,6.61e-04,48.8,,False,domain_rescue,shared_pfam=PF01423
Prp31,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC24192,3.81e-30,27.1,,False,domain_rescue,"shared_pfam=PF01798,PF09785"
Prp3,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC7872,2.59e-18,26.7,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC9870,3.78e-10,30.0,,False,domain_rescue,shared_pfam=PF00400
Bud13,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC19303,1.69e-10,28.7,,False,domain_rescue,shared_pfam=PF09736
Pml1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC12598,7.66e-24,35.0,,False,domain_rescue,shared_pfam=PF00498
Clf1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC4307,2.60e-49,38.6,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC5201,4.00e-40,23.8,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Prp19,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC21364,8.16e-20,37.1,,False,domain_rescue,shared_pfam=PF08606
Isy1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC20823,1.93e-06,30.3,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC16802,6.34e-27,30.8,,False,domain_rescue,shared_pfam=PF16131
Cwc15,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC18366,1.48e-01,42.2,,False,domain_rescue,shared_pfam=PF04889
Ecm2,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC6229,7.37e-13,33.3,,False,domain_rescue,shared_pfam=PF21369
Prp45,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC25111,1.07e-12,24.4,,False,domain_rescue,shared_pfam=PF02731
Cwc21,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC2287,3.00e-02,60.9,,False,domain_rescue,shared_pfam=PF08312
Cwc22,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC23652,6.09e-54,28.5,,False,domain_rescue,shared_pfam=PF02847
Cwc23,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC2805,1.25e-06,42.3,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC13478,2.81e-34,42.0,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC24863,5.86e-12,27.7,,False,domain_rescue,shared_pfam=PF00160
Yju2,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC17313,4.39e-20,39.7,,False,domain_rescue,shared_pfam=PF04502
Prp17,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC17329,6.16e-11,25.9,,False,domain_rescue,shared_pfam=PF00400
Slu7,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC16787,1.85e-11,25.1,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC23845,2.26e-26,21.3,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Snu23,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC11182,2.07e-03,34.6,,False,domain_rescue,shared_pfam=PF12874
Ntr1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC812,4.05e-02,41.5,,False,domain_rescue,shared_pfam=PF01585
Prp40,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC13875,8.21e-15,25.6,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC12425,5.58e-03,29.2,,False,domain_rescue,shared_pfam=PF29326
Msl5,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC7348,2.27e-12,43.4,,False,domain_rescue,shared_pfam=PF16275
Cus2,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC1198,2.78e-19,33.3,,False,domain_rescue,shared_pfam=PF00076
Npl3,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC9920,2.98e-09,26.0,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC9920,5.18e-23,30.0,,False,domain_rescue,shared_pfam=PF00076
DBR1,Blepharisma_stoltei,divergent_homolog,BSTOLATCC_MAC5800,4.09e-64,34.9,,False,domain_rescue,"shared_pfam=PF00149,PF05011"
Mud1,Stentor_coeruleus,divergent_homolog,OMJ91921.1,7.92e-02,36.5,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Stentor_coeruleus,divergent_homolog,OMJ82811.1,5.95e-06,44.7,,False,domain_rescue,shared_pfam=PF06220
Prp39,Stentor_coeruleus,divergent_homolog,OMJ71629.1,1.94e-23,24.1,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Prp42,Stentor_coeruleus,divergent_homolog,OMJ71629.1,8.52e-04,21.5,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Nam8,Stentor_coeruleus,divergent_homolog,OMJ96224.1,4.57e-11,30.2,,False,domain_rescue,shared_pfam=PF00076
SmD1,Stentor_coeruleus,divergent_homolog,OMJ74037.1,5.86e-18,46.8,,False,domain_rescue,shared_pfam=PF01423
SmF,Stentor_coeruleus,divergent_homolog,OMJ90477.1,2.65e-20,50.7,,False,domain_rescue,shared_pfam=PF01423
